car,price,body,mileage,engType,registration,year,years since
Hyundai,10800,crossover,142,Diesel,yes,2007,9
Audi,4850,sedan,270,Petrol,yes,1995,21
Audi,16000,sedan,250,Diesel,yes,2008,8
Mercedes-Benz,7900,other,206,Diesel,yes,2004,12
Infiniti,33800,crossover,44,Petrol,yes,2012,4
Ford,8900,sedan,117,Petrol,yes,2008,8
Honda,9850,sedan,140,Petrol,yes,2006,10
Nissan,14500,crossover,151,Diesel,yes,2006,10
BMW,13700,crossover,270,Gas,yes,2004,12
BMW,2900,vagon,236,Diesel,no,2001,15
Volkswagen,8500,other,200,Diesel,yes,2011,5
Mazda,13500,crossover,69,Petrol,yes,2008,8
Honda,4800,sedan,1,Petrol,yes,1999,17
Mercedes-Benz,13600,van,190,Diesel,yes,2009,7
Land Rover,53500,crossover,57,Diesel,yes,2013,3
Nissan,16600,crossover,83,Petrol,yes,2013,3
Nissan,12300,sedan,115,Petrol,yes,2009,7
Smart,2300,hatch,91,Petrol,no,2002,14
Lexus,74777,crossover,63,Gas,yes,2012,4
Honda,14700,sedan,93,Petrol,yes,2009,7
Mitsubishi,9500,crossover,225,Gas,yes,2004,12
Daewoo,3650,sedan,64,Petrol,yes,2008,8
Hyundai,16300,crossover,125,Gas,yes,2007,9
Ford,12000,hatch,44,Petrol,yes,2013,3
Toyota,3700,hatch,282,Petrol,yes,1995,21
Hyundai,10800,crossover,106,Gas,yes,2007,9
BMW,10999,sedan,225,Diesel,yes,2003,13
Mercedes-Benz,0,crossover,63,Petrol,yes,2011,5
Land Rover,85900,crossover,60,Diesel,yes,2013,3
Land Rover,39900,crossover,120,Petrol,yes,2012,4
Renault,7899,van,129,Other,yes,2014,2
Toyota,11700,sedan,131,Petrol,yes,2007,9
Volkswagen,14500,sedan,1,Other,yes,2016,0
Mercedes-Benz,15300,other,120,Petrol,yes,2004,12
Mercedes-Benz,35500,crossover,99,Gas,yes,2005,11
BMW,6500,sedan,335,Petrol,yes,1996,20
Mercedes-Benz,44000,other,82,Petrol,yes,2010,6
Mercedes-Benz,12000,van,177,Diesel,yes,2013,3
Ford,10400,hatch,45,Petrol,yes,2013,3
VAZ,0,sedan,13,Petrol,yes,2012,4
Nissan,18000,hatch,45,Other,yes,2013,3
Nissan,12500,crossover,107,Gas,yes,2008,8
BMW,32500,crossover,152,Diesel,yes,2008,8
Toyota,24000,crossover,73,Petrol,yes,2008,8
Audi,29602.95,sedan,1,Petrol,yes,2016,0
Volkswagen,13500,van,124,Diesel,yes,2013,3
Toyota,15500,crossover,146,Gas,yes,2008,8
BMW,15000,other,205,Petrol,yes,2004,12
Volvo,23880,sedan,127,Petrol,yes,2011,5
BMW,13900,crossover,184,Gas,yes,2004,12
Nissan,15500,hatch,41,Other,yes,2014,2
Mercedes-Benz,250000,other,6,Petrol,yes,2016,0
Nissan,15000,hatch,22,Other,yes,2014,2
Toyota,19800,crossover,252,Diesel,yes,2002,14
Mercedes-Benz,249999,other,3,Petrol,yes,2016,0
Porsche,18500,crossover,200,Gas,yes,2005,11
Subaru,10900,crossover,160,Petrol,yes,2006,10
Volkswagen,0,van,146,Diesel,yes,2009,7
Bentley,55555,other,45,Petrol,yes,2005,11
VAZ,3300,sedan,200,Gas,yes,2004,12
BMW,11400,sedan,206,Petrol,yes,2003,13
Ford,10066.485,hatch,1,Petrol,yes,2015,1
Toyota,20800,sedan,49,Petrol,yes,2011,5
Renault,6300,van,73,Diesel,yes,2008,8
Mitsubishi,2600,other,200,Petrol,no,2002,14
Hyundai,21166.665,sedan,0,Petrol,yes,2015,1
SsangYong,11400,crossover,153,Diesel,yes,2010,6
Toyota,18400,crossover,160,Gas,yes,2003,13
Chevrolet,6700,hatch,88,Petrol,yes,2009,7
Volkswagen,51900,crossover,30,Diesel,yes,2015,1
Toyota,8300,sedan,140,Petrol,yes,2002,14
Hyundai,11200,crossover,78,Petrol,yes,2009,7
Audi,20500,sedan,155,Petrol,yes,2010,6
Hyundai,13800,other,57,Petrol,yes,2012,4
Mercedes-Benz,16800,other,266,Diesel,yes,2007,9
Volkswagen,37900,crossover,73,Diesel,yes,2012,4
Volkswagen,8700,other,520,Diesel,yes,1999,17
Mercedes-Benz,15200,sedan,195,Diesel,yes,2007,9
Audi,2650,vagon,270,Diesel,no,2001,15
Toyota,14500,sedan,127,Gas,yes,2008,8
Ford,5700,hatch,190,Petrol,yes,2008,8
BMW,13500,sedan,233,Diesel,yes,2003,13
Mercedes-Benz,31900,sedan,97,Diesel,yes,2011,5
Mazda,0,sedan,350,Other,yes,2003,13
Mercedes-Benz,11800,sedan,167,Diesel,yes,2003,13
Audi,6399,vagon,230,Diesel,yes,1999,17
Skoda,8800,sedan,140,Petrol,yes,2007,9
Audi,3800,sedan,270,Diesel,no,2000,16
Mercedes-Benz,3550,sedan,274,Diesel,no,2002,14
Mercedes-Benz,39900,crossover,127,Petrol,yes,2010,6
Porsche,49900,crossover,73,Diesel,yes,2011,5
Porsche,50900,crossover,53,Petrol,yes,2013,3
Volvo,10200,sedan,143,Other,yes,2006,10
Mitsubishi,11700,crossover,197,Gas,yes,2006,10
Ford,1250,hatch,250,Petrol,yes,1986,30
Volkswagen,20600,sedan,107,Petrol,yes,2012,4
Mercedes-Benz,9200,sedan,172,Petrol,yes,1997,19
Mercedes-Benz,26800,vagon,160,Diesel,yes,2014,2
Land Rover,26700,crossover,171,Diesel,yes,2008,8
Volkswagen,25999,sedan,60,Petrol,yes,2014,2
Volkswagen,7600,van,158,Diesel,yes,2009,7
Hyundai,9300,sedan,90,Petrol,yes,2011,5
Mercedes-Benz,140000,crossover,88,Petrol,yes,2013,3
Skoda,5200,vagon,175,Petrol,yes,2004,12
Ford,19000,sedan,21,Petrol,yes,2012,4
BMW,21500,other,72,Petrol,yes,2007,9
Toyota,24800,crossover,90,Petrol,yes,2008,8
Mercedes-Benz,46700,sedan,115,Petrol,yes,2011,5
Subaru,9999,sedan,76,Petrol,yes,2008,8
Ford,19500,hatch,35,Petrol,yes,2013,3
BMW,86999,crossover,0,Diesel,yes,2016,0
Toyota,37600,crossover,126,Petrol,yes,2008,8
Kia,18700,other,87,Diesel,yes,2010,6
BMW,2450,sedan,328,Diesel,no,1996,20
Fiat,7800,van,1,Diesel,yes,2010,6
Skoda,12300,other,102,Petrol,yes,2010,6
Volkswagen,19900,other,112,Petrol,yes,2012,4
Porsche,16900,crossover,120,Petrol,yes,2005,11
Volkswagen,20900,sedan,82,Diesel,yes,2012,4
Hyundai,10500,crossover,120,Petrol,yes,2006,10
BMW,17900,other,98,Petrol,yes,2007,9
Toyota,19000,crossover,263,Diesel,yes,2001,15
Audi,55000,crossover,65,Diesel,yes,2013,3
Mercedes-Benz,124999,crossover,0,Diesel,yes,2016,0
Bentley,222222,other,0,Petrol,yes,2015,1
Renault,7499,van,123,Diesel,yes,2009,7
Volkswagen,6500,vagon,101,Diesel,yes,2011,5
Honda,10999,sedan,130,Petrol,yes,2007,9
Subaru,13000,crossover,110,Petrol,yes,2006,10
Volkswagen,0,van,207,Diesel,yes,2012,4
Hyundai,28888,crossover,20,Diesel,yes,2013,3
Volkswagen,0,van,239,Diesel,yes,2012,4
Mercedes-Benz,21000,crossover,135,Petrol,yes,2007,9
Mercedes-Benz,39900,sedan,29,Petrol,yes,2007,9
Mercedes-Benz,11000,sedan,319,Diesel,yes,2003,13
Volkswagen,10600,van,153,Diesel,yes,2012,4
Mercedes-Benz,12700,van,160,Diesel,yes,2007,9
Nissan,15861,hatch,29,Other,yes,2014,2
Renault,6400,van,136,Diesel,yes,2012,4
Chevrolet,4450,crossover,164,Other,yes,2006,10
Skoda,3300,sedan,234,Petrol,no,2002,14
Renault,2700,other,160,Petrol,no,2001,15
Toyota,16000,crossover,250,Gas,yes,2001,15
Audi,0,crossover,1,Diesel,yes,2016,0
Opel,12800,van,190,Diesel,yes,2011,5
Hyundai,27768.975,crossover,1,Diesel,yes,2015,1
Toyota,37500,crossover,115,Petrol,yes,2008,8
Nissan,21303.75,crossover,1,Petrol,yes,2015,1
BMW,39600,crossover,98,Petrol,yes,2011,5
Ford,0,sedan,200,Diesel,yes,1996,20
Nissan,14673,hatch,34,Other,yes,2013,3
Kia,19600,crossover,80,Gas,yes,2013,3
Chevrolet,8900,sedan,58,Petrol,yes,2012,4
BMW,30500,sedan,630,Petrol,yes,2010,6
BMW,29500,sedan,850,Petrol,yes,2011,5
Nissan,14500,crossover,740,Petrol,yes,2008,8
VAZ,3350,sedan,154,Gas,yes,2008,8
Hyundai,11999,sedan,162,Diesel,yes,2006,10
Chevrolet,4999,sedan,135,Gas,yes,2008,8
Volkswagen,2450,sedan,200,Gas,yes,1991,25
Toyota,11999,sedan,139,Petrol,yes,2008,8
Hyundai,9500,crossover,87,Gas,yes,2008,8
Mercedes-Benz,39900,sedan,84,Petrol,yes,2011,5
Nissan,14246,hatch,42,Other,yes,2013,3
Chevrolet,6300,hatch,81,Petrol,yes,2009,7
Volkswagen,12000,van,196,Diesel,yes,2011,5
BMW,33000,sedan,147,Diesel,yes,2009,7
Hyundai,15999,crossover,87,Gas,yes,2011,5
Skoda,15800,sedan,39,Petrol,yes,2013,3
Skoda,3400,hatch,220,Diesel,no,2002,14
BMW,49900,other,82,Petrol,yes,2012,4
Hyundai,12333,crossover,78,Petrol,yes,2009,7
Skoda,15500,vagon,112,Petrol,yes,2011,5
Volkswagen,9200,sedan,195,Petrol,yes,2006,10
Skoda,9100,sedan,170,Petrol,yes,2007,9
Ford,15999,sedan,67,Petrol,yes,2011,5
Nissan,11800,crossover,140,Petrol,yes,2009,7
Volkswagen,3000,sedan,240,Petrol,yes,1991,25
Porsche,79900,sedan,29,Petrol,yes,2014,2
Bentley,85000,other,20,Petrol,yes,2008,8
Chevrolet,5200,sedan,11,Petrol,yes,2007,9
Volkswagen,10800,other,146,Diesel,yes,2012,4
BMW,16800,crossover,250,Diesel,yes,2004,12
Land Rover,19500,crossover,169,Gas,yes,2007,9
Opel,15500,van,180,Diesel,yes,2010,6
VAZ,2900,sedan,84,Petrol,yes,2007,9
Skoda,17900,sedan,57,Petrol,yes,2012,4
BMW,23999,crossover,194,Petrol,yes,2007,9
Nissan,115916.4825,other,1,Petrol,yes,2016,0
Mercedes-Benz,69900,sedan,76,Petrol,yes,2010,6
Porsche,79900,sedan,29,Petrol,yes,2014,2
VAZ,3600,sedan,35,Petrol,yes,2009,7
Opel,7500,sedan,107,Petrol,yes,2007,9
Skoda,12300,sedan,102,Petrol,yes,2012,4
Hyundai,10200,sedan,59,Petrol,yes,2012,4
Nissan,15658,hatch,49,Other,yes,2013,3
Hyundai,9550,crossover,138,Gas,yes,2007,9
Volkswagen,9850,van,126,Diesel,yes,2012,4
Opel,1850,hatch,316,Diesel,no,1999,17
Volkswagen,19500,sedan,128,Petrol,yes,2013,3
Honda,5200,other,200,Gas,yes,2002,14
Honda,4000,hatch,260,Petrol,yes,1999,17
Mercedes-Benz,29000,crossover,139,Gas,yes,2009,7
Volkswagen,15000,other,280,Diesel,yes,2006,10
Toyota,10700,sedan,57,Petrol,yes,2010,6
Renault,0,van,159,Diesel,yes,2011,5
Audi,0,crossover,65,Diesel,yes,2013,3
Porsche,51000,crossover,52,Diesel,yes,2013,3
Toyota,33715.5,crossover,1,Petrol,yes,2015,1
Ford,13000,other,200,Gas,yes,1994,22
Toyota,164500,crossover,0,Diesel,yes,2015,1
Volkswagen,0,van,124,Diesel,yes,2013,3
Mitsubishi,18700,crossover,97,Diesel,yes,2009,7
Nissan,94500,other,18,Petrol,yes,2014,2
Audi,16999,vagon,140,Petrol,yes,2007,9
Land Rover,92000,crossover,0,Petrol,yes,2015,1
Volkswagen,0,other,142,Diesel,yes,2007,9
Mitsubishi,5900,sedan,170,Petrol,yes,2007,9
ZAZ,5950,hatch,12,Petrol,yes,2015,1
Nissan,19800,hatch,33,Other,yes,2014,2
Nissan,15444,hatch,61,Other,yes,2013,3
Hyundai,14900,sedan,74,Gas,yes,2012,4
Nissan,12850,hatch,30,Other,yes,2011,5
Mitsubishi,9300,sedan,95,Petrol,yes,2008,8
Toyota,19500,crossover,150,Petrol,yes,2005,11
Citroen,19000,sedan,123,Petrol,yes,2013,3
Lexus,43800,crossover,85,Gas,yes,2009,7
Mercedes-Benz,32000,crossover,96,Petrol,yes,2010,6
Toyota,10500,sedan,185,Petrol,yes,2008,8
Hyundai,33500,sedan,0,Petrol,yes,2016,0
Opel,4600,vagon,180,Petrol,yes,2000,16
Chevrolet,5200,sedan,126,Gas,yes,2007,9
Lexus,54500,crossover,118,Petrol,yes,2010,6
Renault,2150,vagon,199,Diesel,no,2003,13
BMW,1650,sedan,270,Petrol,no,1995,21
BMW,3150,sedan,200,Diesel,no,1999,17
Mercedes-Benz,45555,sedan,42,Diesel,yes,2011,5
Volkswagen,16000,crossover,90,Petrol,yes,2011,5
Hyundai,21900,sedan,110,Petrol,yes,2012,4
Volkswagen,9555,van,152,Diesel,yes,2012,4
Volkswagen,10777,van,157,Diesel,yes,2012,4
Toyota,0,crossover,1,Diesel,yes,2016,0
Volkswagen,11000,vagon,171,Diesel,yes,2009,7
Audi,0,vagon,0,Diesel,yes,2016,0
Nissan,94900,other,18,Petrol,yes,2013,3
Volkswagen,12700,hatch,156,Diesel,yes,2011,5
Daewoo,2750,sedan,147,Petrol,yes,2003,13
BMW,99999,other,0,Petrol,yes,2016,0
VAZ,3100,sedan,160,Petrol,yes,2006,10
Renault,4200,sedan,310,Petrol,yes,2003,13
Volkswagen,17777,van,250,Diesel,yes,2010,6
Mercedes-Benz,3799,sedan,210,Petrol,yes,1995,21
Nissan,16238,hatch,27,Other,yes,2013,3
Mercedes-Benz,114999,crossover,0,Diesel,yes,2016,0
Ford,3050,sedan,260,Gas,yes,1994,22
Dodge,16000,other,138,Gas,yes,2006,10
Mercedes-Benz,14600,van,217,Diesel,yes,2012,4
Audi,7750,sedan,259,Diesel,no,2005,11
BMW,16500,other,122,Petrol,yes,2005,11
BMW,12600,sedan,219,Petrol,yes,2002,14
Lexus,26900,crossover,161,Petrol,yes,2006,10
BMW,3100,sedan,315,Diesel,no,1998,18
Hyundai,20300,crossover,67,Diesel,yes,2012,4
Hyundai,20300,crossover,55,Diesel,yes,2012,4
Suzuki,10999,crossover,128,Gas,yes,2007,9
Renault,5900,van,250,Diesel,yes,2005,11
Lexus,15300,sedan,107,Petrol,yes,2007,9
Nissan,18888,crossover,116,Gas,yes,2007,9
VAZ,5450,sedan,67,Petrol,yes,2013,3
Nissan,27694.134,crossover,1,Diesel,yes,2016,0
Fiat,4300,van,196,Diesel,yes,2004,12
Volkswagen,8999,vagon,161,Diesel,yes,2008,8
BMW,20500,crossover,73,Petrol,yes,2011,5
Toyota,11800,sedan,189,Gas,yes,2007,9
Volkswagen,12800,vagon,167,Diesel,yes,2011,5
VAZ,3350,hatch,190,Gas,yes,2008,8
Subaru,12000,crossover,135,Petrol,yes,2008,8
Mercedes-Benz,24500,sedan,222,Petrol,yes,2005,11
Kia,7850,hatch,87,Petrol,yes,2008,8
BMW,5000,sedan,400,Petrol,yes,1991,25
Lexus,16999,sedan,149,Petrol,yes,2007,9
Mazda,21340.8,sedan,1,Petrol,yes,2015,1
Audi,25500,vagon,181,Petrol,yes,2009,7
Nissan,25000,hatch,2,Other,yes,2015,1
BMW,8200,sedan,210,Petrol,yes,1999,17
Mercedes-Benz,11200,sedan,280,Diesel,yes,2005,11
Ford,7200,hatch,163,Petrol,yes,2005,11
Lexus,115500,crossover,2,Diesel,yes,2016,0
Mazda,12000,sedan,70,Petrol,yes,2008,8
BMW,37000,sedan,130,Petrol,yes,2011,5
Toyota,16800,crossover,165,Petrol,yes,2005,11
Nissan,15000,crossover,23,Petrol,yes,2010,6
Nissan,16700,hatch,39,Other,yes,2015,1
BMW,3300,sedan,250,Diesel,no,2000,16
Porsche,23999,crossover,119,Petrol,yes,2008,8
Fiat,6300,van,217,Diesel,yes,2005,11
Honda,14200,other,130,Petrol,yes,2009,7
Dodge,24500,other,73,Petrol,yes,2005,11
Lexus,37000,sedan,64,Petrol,yes,2010,6
Toyota,21950,crossover,141,Gas,yes,2010,6
Skoda,8200,vagon,135,Gas,yes,2007,9
Porsche,67000,sedan,33,Petrol,yes,2011,5
Kia,21500,crossover,107,Diesel,yes,2011,5
Porsche,112000,hatch,22,Petrol,yes,2014,2
Kia,22999,crossover,72,Diesel,yes,2012,4
Toyota,24999,crossover,153,Petrol,yes,2007,9
Kia,22800,crossover,45,Diesel,yes,2013,3
Lexus,18500,crossover,227,Petrol,yes,2002,14
Mercedes-Benz,7600,van,240,Diesel,yes,2005,11
BMW,14900,vagon,221,Diesel,yes,2008,8
Mercedes-Benz,5300,van,212,Diesel,yes,2000,16
VAZ,800,other,150,Petrol,yes,2002,14
Daewoo,3900,sedan,64,Gas,yes,2008,8
Volkswagen,13700,other,103,Diesel,yes,2011,5
BMW,2550,vagon,312,Diesel,no,1999,17
Toyota,13300,other,131,Gas,yes,2008,8
Skoda,6950,vagon,138,Gas,yes,2009,7
Peugeot,6800,hatch,146,Petrol,yes,2007,9
Mazda,15600,crossover,79,Petrol,yes,2008,8
Toyota,12200,sedan,185,Petrol,yes,2008,8
Mazda,2900,sedan,375,Petrol,yes,1995,21
Mercedes-Benz,22900,sedan,197,Diesel,yes,2010,6
Hyundai,22800,crossover,0,Petrol,yes,2016,0
Mazda,6700,sedan,213,Gas,yes,2003,13
BMW,45000,sedan,110,Other,yes,2012,4
Mercedes-Benz,11500,van,180,Diesel,yes,2011,5
Renault,12300,sedan,99,Petrol,yes,2011,5
Volkswagen,15500,sedan,80,Petrol,yes,2013,3
Toyota,28600,crossover,66,Diesel,yes,2013,3
Mercedes-Benz,14900,sedan,171,Gas,yes,2006,10
BMW,26999,sedan,131,Diesel,yes,2011,5
Toyota,13250,sedan,96,Gas,yes,2008,8
Daewoo,3450,sedan,140,Gas,yes,2007,9
Jeep,40000,crossover,45,Diesel,yes,2012,4
Kia,5500,sedan,150,Petrol,yes,2004,12
Dodge,0,other,0,Diesel,yes,2015,1
Great Wall,10500,other,32,Petrol,yes,2013,3
Mercedes-Benz,10900,van,191,Diesel,yes,2007,9
Toyota,99999,crossover,0,Diesel,yes,2016,0
Mazda,26500,sedan,26,Petrol,yes,2014,2
BMW,13300,vagon,157,Diesel,yes,2007,9
Audi,72000,sedan,55,Petrol,yes,2012,4
Skoda,14900,hatch,87,Petrol,yes,2012,4
Mercedes-Benz,0,van,190,Diesel,yes,2007,9
Land Rover,164999,crossover,1,Diesel,yes,2016,0
Hyundai,26000,crossover,33,Diesel,yes,2013,3
Toyota,8700,sedan,131,Gas,yes,2007,9
Nissan,15000,other,30,Other,yes,2013,3
Nissan,95000,other,3,Petrol,yes,2013,3
Honda,20850,crossover,114,Gas,yes,2009,7
Subaru,38000,crossover,0,Petrol,yes,2016,0
Chevrolet,11280.79875,sedan,1,Petrol,yes,2016,0
Volkswagen,11500,sedan,119,Diesel,yes,2007,9
Opel,5650,sedan,151,Petrol,yes,2008,8
Volkswagen,10974.21,sedan,1,Petrol,yes,2015,1
Skoda,10900,hatch,163,Petrol,yes,2006,10
Ford,53900,other,1,Petrol,yes,2016,0
ZAZ,7039.5,hatch,1,Petrol,yes,2015,1
BMW,3500,sedan,272,Diesel,yes,2000,16
Mazda,14800,sedan,30,Petrol,yes,2009,7
Daewoo,3950,other,113,Other,yes,2006,10
Audi,36100,sedan,75,Diesel,yes,2011,5
Mercedes-Benz,0,crossover,1,Diesel,yes,2016,0
Renault,12200,van,164,Diesel,yes,2009,7
Mercedes-Benz,29500,crossover,253,Petrol,yes,2003,13
Mercedes-Benz,71999,crossover,0,Diesel,yes,2016,0
Porsche,49500,crossover,60,Petrol,yes,2012,4
BMW,29500,crossover,189,Diesel,yes,2009,7
Ford,13893.75,sedan,119,Petrol,yes,2011,5
BMW,39000,crossover,180,Diesel,yes,2011,5
Dodge,0,other,0,Diesel,yes,2015,1
Fiat,4599,van,165,Diesel,yes,2007,9
Chevrolet,6950,sedan,32,Petrol,yes,2008,8
BMW,10700,sedan,243,Diesel,yes,2002,14
Daewoo,4200,sedan,99,Petrol,yes,2008,8
Honda,7000,crossover,253,Petrol,yes,2001,15
Porsche,81000,sedan,20,Petrol,yes,2014,2
Nissan,13999,sedan,121,Petrol,yes,2010,6
Land Rover,14000,crossover,230,Diesel,no,2007,9
Chevrolet,7100,sedan,125,Gas,yes,2007,9
Subaru,8800,crossover,175,Gas,yes,2006,10
Toyota,14400,crossover,119,Gas,yes,2008,8
Daewoo,3200,sedan,200,Gas,yes,2004,12
Toyota,12800,sedan,145,Petrol,yes,2008,8
VAZ,1850,sedan,60,Other,yes,1989,27
Volkswagen,0,other,440,Petrol,yes,2008,8
BMW,31500,crossover,130,Diesel,yes,2010,6
BMW,33700,crossover,134,Petrol,yes,2009,7
Volkswagen,9999,vagon,161,Diesel,yes,2008,8
Land Rover,45500,crossover,112,Diesel,yes,2012,4
BMW,20999,crossover,170,Petrol,yes,2008,8
Toyota,20900,sedan,70,Petrol,yes,2012,4
BMW,20500,other,114,Other,yes,2008,8
Mitsubishi,13499,crossover,116,Petrol,yes,2008,8
Mitsubishi,7999,sedan,78,Gas,yes,2011,5
Land Rover,35700,crossover,90,Petrol,yes,2012,4
Toyota,14800,crossover,150,Gas,yes,2006,10
Lexus,17999,sedan,61,Petrol,yes,2009,7
Honda,13300,sedan,148,Petrol,yes,2009,7
Hyundai,13300,crossover,110,Diesel,yes,2008,8
Mercedes-Benz,6999,sedan,200,Gas,yes,2001,15
Mitsubishi,13300,crossover,135,Petrol,yes,2009,7
Kia,22800,crossover,58,Diesel,yes,2013,3
Mitsubishi,13900,crossover,127,Petrol,yes,2008,8
Mitsubishi,11800,crossover,120,Petrol,yes,2008,8
Lexus,21300,crossover,112,Gas,yes,2008,8
Kia,22300,crossover,48,Diesel,yes,2014,2
Mitsubishi,12700,crossover,110,Gas,yes,2008,8
Audi,17700,other,70,Petrol,yes,2009,7
Hyundai,13900,crossover,103,Diesel,yes,2007,9
Nissan,16900,crossover,131,Petrol,yes,2007,9
Land Rover,40900,crossover,90,Diesel,yes,2011,5
SsangYong,8200,crossover,108,Diesel,yes,2007,9
Toyota,23300,crossover,40,Petrol,yes,2014,2
Skoda,6400,hatch,130,Petrol,yes,2008,8
Chevrolet,5800,crossover,81,Gas,yes,2007,9
Nissan,12300,crossover,88,Petrol,yes,2009,7
Renault,4350,van,198,Diesel,yes,2004,12
Smart,8200,other,69,Petrol,yes,2009,7
Hyundai,24250,crossover,1,Petrol,yes,2016,0
Seat,9000,hatch,70,Petrol,yes,2011,5
Toyota,25500,other,103,Petrol,yes,2010,6
BMW,36400,crossover,80,Petrol,yes,2011,5
Chevrolet,34000,other,80,Petrol,yes,2006,10
Nissan,28502.565,crossover,1,Petrol,yes,2014,2
Mercedes-Benz,13700,van,198,Gas,yes,2006,10
Hyundai,18800,crossover,27,Petrol,yes,2012,4
Toyota,10100,sedan,142,Petrol,yes,2007,9
Mercedes-Benz,13600,van,199,Diesel,yes,2009,7
Mazda,6699,sedan,152,Petrol,yes,2004,12
Hyundai,12200,crossover,92,Petrol,yes,2009,7
Nissan,16500,crossover,60,Petrol,yes,2013,3
Toyota,25250,crossover,112,Gas,yes,2007,9
Volkswagen,4999,van,225,Other,no,2003,13
Volkswagen,10400,sedan,87,Petrol,yes,2011,5
Mazda,16900,sedan,65,Petrol,yes,2011,5
Audi,9999,sedan,190,Diesel,yes,2003,13
Toyota,65000,other,60,Diesel,yes,2013,3
BMW,22700,crossover,216,Petrol,yes,2007,9
Audi,8800,sedan,205,Petrol,yes,2003,13
VAZ,1499,hatch,74,Other,yes,1989,27
Toyota,33333,vagon,73,Gas,yes,2009,7
Toyota,85000,crossover,1,Diesel,yes,2016,0
Opel,5100,sedan,155,Petrol,yes,2006,10
Ford,8400,hatch,56,Petrol,yes,2012,4
Hyundai,12999,crossover,145,Petrol,yes,2009,7
Subaru,12000,vagon,115,Petrol,yes,2008,8
BMW,75000,crossover,16,Diesel,yes,2015,1
Renault,10500,vagon,165,Diesel,yes,2012,4
Ford,9000,hatch,130,Gas,yes,2010,6
Porsche,22500,crossover,174,Gas,yes,2006,10
Volkswagen,8500,van,184,Diesel,yes,2007,9
Honda,9300,sedan,211,Gas,yes,2005,11
Skoda,8700,hatch,115,Petrol,yes,2010,6
Ford,5350,hatch,142,Petrol,yes,2006,10
Smart,7000,other,74,Petrol,yes,2011,5
VAZ,2800,hatch,200,Petrol,yes,2005,11
Volkswagen,7170,van,176,Diesel,yes,2005,11
BMW,3350,vagon,295,Diesel,no,2002,14
Hyundai,9500,sedan,155,Petrol,yes,2006,10
Honda,13000,sedan,119,Other,yes,2008,8
Audi,31700,sedan,32,Petrol,yes,2014,2
Ford,15400,vagon,92,Gas,yes,2013,3
Audi,2999,vagon,320,Diesel,no,1999,17
Audi,29000,vagon,213,Diesel,yes,2010,6
Porsche,27300,crossover,136,Petrol,yes,2009,7
BMW,3800,sedan,304,Gas,no,2000,16
Daewoo,2650,sedan,165,Gas,yes,2007,9
Volkswagen,19995,hatch,68,Petrol,yes,2013,3
BMW,4400,sedan,260,Gas,yes,1990,26
Toyota,14700,sedan,141,Petrol,yes,2008,8
Hyundai,10800,crossover,212,Diesel,yes,2009,7
Volkswagen,8000,hatch,41,Petrol,yes,2012,4
Opel,4700,hatch,233,Petrol,yes,1999,17
Porsche,69900,crossover,40,Petrol,yes,2013,3
Audi,73500,sedan,53,Petrol,yes,2013,3
Opel,10900,other,143,Diesel,yes,2012,4
VAZ,4500,hatch,82,Petrol,yes,2012,4
Porsche,51900,sedan,57,Petrol,yes,2011,5
Volkswagen,17200,other,15,Petrol,yes,2014,2
BMW,35500,crossover,33,Diesel,yes,2014,2
Nissan,16500,hatch,11,Other,yes,2015,1
Volkswagen,30000,van,135,Diesel,yes,2011,5
Honda,11500,crossover,147,Petrol,yes,2004,12
Mercedes-Benz,69900,crossover,69,Diesel,yes,2014,2
Citroen,8200,van,170,Diesel,yes,2008,8
Kia,5400,hatch,124,Petrol,yes,2007,9
BMW,34900,crossover,117,Petrol,yes,2011,5
Toyota,29500,crossover,90,Gas,yes,2010,6
Nissan,17700,vagon,30,Other,yes,2013,3
Smart,11900,other,90,Petrol,yes,2011,5
Land Rover,168000,crossover,6,Diesel,yes,2015,1
Mercedes-Benz,42900,hatch,3,Other,yes,2016,0
VAZ,4800,sedan,95,Petrol,yes,2011,5
Toyota,12999,sedan,160,Gas,yes,2007,9
MINI,23950,hatch,70,Petrol,yes,2012,4
Daewoo,3999,sedan,197,Petrol,yes,1999,17
Peugeot,5500,hatch,127,Petrol,yes,2006,10
Volkswagen,11900,van,273,Diesel,yes,2003,13
Peugeot,8450,van,230,Diesel,yes,2008,8
Ford,45000,other,9,Petrol,yes,2015,1
Mitsubishi,8900,sedan,96,Petrol,yes,2008,8
BMW,25500,sedan,148,Diesel,yes,2007,9
Porsche,117777,hatch,9,Petrol,yes,2014,2
Kia,9000,sedan,225,Petrol,yes,2006,10
Jeep,4900,crossover,280,Petrol,yes,1994,22
Mitsubishi,8800,sedan,105,Gas,yes,2008,8
Audi,55000,hatch,24,Other,yes,2014,2
Lexus,55900,crossover,99,Gas,yes,2011,5
Citroen,4150,other,320,Other,yes,1998,18
Skoda,7600,hatch,199,Petrol,yes,2007,9
Audi,3550,sedan,196,Petrol,no,1997,19
BMW,2222,sedan,268,Petrol,no,1996,20
Audi,68500,sedan,44,Petrol,yes,2012,4
Nissan,13303,hatch,33,Other,yes,2012,4
Toyota,0,crossover,0,Diesel,yes,2016,0
Mazda,9200,sedan,87,Petrol,yes,2006,10
Land Rover,52500,crossover,69,Diesel,yes,2011,5
Opel,0,vagon,158,Diesel,no,2012,4
