,car,price,body,mileage,engType,registration,year,years since
4652,VAZ,3100.0,sedan,70,Petrol,yes,1990,26
4656,Mercedes-Benz,22700.0,sedan,140,Petrol,yes,2007,9
4657,BMW,45500.0,other,26,Diesel,yes,2015,1
4659,Volkswagen,1199.0,hatch,250,Diesel,no,1994,22
4661,Toyota,11600.0,hatch,24,Petrol,yes,2009,7
4662,Mercedes-Benz,38500.0,sedan,56,Diesel,yes,2014,2
4667,Volkswagen,11250.0,other,159,Petrol,yes,2010,6
4670,Mercedes-Benz,19600.0,van,127,Diesel,yes,2013,3
4675,VAZ,4450.0,sedan,138,Gas,yes,2011,5
4677,Volkswagen,1550.0,hatch,130,Petrol,yes,1986,30
4680,Toyota,22900.0,crossover,132,Gas,yes,2012,4
4684,Volkswagen,7500.0,sedan,280,Other,yes,2005,11
4685,Volkswagen,9800.0,van,299,Diesel,yes,2002,14
4686,Volkswagen,4800.0,hatch,90,Diesel,yes,1992,24
4690,Volkswagen,7400.0,van,380,Diesel,yes,2000,16
4698,Volkswagen,17900.0,van,188,Diesel,yes,2008,8
4703,Toyota,21800.0,crossover,170,Gas,yes,2006,10
4704,Mercedes-Benz,30000.0,crossover,97,Diesel,yes,2011,5
4705,Mercedes-Benz,6500.0,sedan,215,Petrol,no,2001,15
4708,Volkswagen,10200.0,vagon,186,Diesel,yes,2005,11
4713,Mercedes-Benz,14900.0,van,211,Other,yes,2012,4
4715,Mercedes-Benz,85000.0,sedan,36,Petrol,yes,2014,2
4717,Toyota,23500.0,sedan,75,Gas,yes,2011,5
4718,Toyota,14400.0,sedan,80,Petrol,yes,2008,8
4721,VAZ,2450.0,sedan,15,Petrol,yes,2005,11
4722,Mercedes-Benz,5300.0,sedan,380,Diesel,yes,1995,21
4723,Volkswagen,13700.0,van,222,Diesel,yes,2011,5
4725,Toyota,33333.0,vagon,73,Gas,yes,2009,7
4726,Volkswagen,4999.0,sedan,145,Petrol,yes,2000,16
4727,Volkswagen,4900.0,vagon,263,Diesel,no,2007,9
4731,Mercedes-Benz,2500.0,sedan,200,Gas,yes,1986,30
4734,VAZ,1500.0,sedan,93,Other,yes,2004,12
4736,VAZ,1700.0,hatch,115,Petrol,yes,1990,26
4738,Volkswagen,13500.0,van,43,Diesel,yes,2014,2
4739,Volkswagen,38000.0,crossover,189,Diesel,yes,2012,4
4742,Volkswagen,12500.0,sedan,161,Petrol,yes,2006,10
4744,Volkswagen,3300.0,vagon,430,Petrol,yes,1991,25
4745,Volkswagen,1800.0,vagon,280,Diesel,yes,1996,20
4747,BMW,9500.0,sedan,400,Gas,yes,1999,17
4748,Mercedes-Benz,29999.0,hatch,9,Other,yes,2015,1
4749,Toyota,13500.0,crossover,126,Petrol,no,2011,5
4750,Mercedes-Benz,8500.0,van,630,Diesel,yes,1998,18
4751,BMW,14990.0,sedan,135,Petrol,yes,2005,11
4753,Mercedes-Benz,30500.0,crossover,150,Petrol,yes,2002,14
4757,VAZ,3400.0,sedan,840,Petrol,yes,2007,9
4760,Toyota,5800.0,sedan,200,Petrol,yes,1999,17
4763,BMW,14000.0,crossover,164,Diesel,no,2006,10
4765,Mercedes-Benz,22000.0,sedan,110,Petrol,yes,2011,5
4768,Volkswagen,15200.0,sedan,185,Petrol,yes,2011,5
4769,Mercedes-Benz,69500.0,crossover,84,Diesel,yes,2014,2
4770,Mercedes-Benz,3800.0,other,107,Petrol,yes,2000,16
4771,Volkswagen,6800.0,van,325,Diesel,yes,2001,15
4772,VAZ,1400.0,hatch,150,Petrol,yes,1988,28
4774,Mercedes-Benz,47000.0,sedan,0,Petrol,yes,2016,0
4775,Mercedes-Benz,5500.0,sedan,250,Diesel,no,2003,13
4778,BMW,67431.0,crossover,0,Diesel,yes,2016,0
4779,BMW,40755.0,sedan,0,Petrol,yes,2016,0
4780,BMW,37976.25,sedan,0,Petrol,yes,2016,0
4782,BMW,65393.25,crossover,0,Diesel,yes,2016,0
4783,Mercedes-Benz,2200.0,sedan,400,Petrol,yes,1988,28
4785,Volkswagen,12400.0,other,145,Petrol,yes,2007,9
4792,BMW,70000.0,sedan,16,Diesel,yes,2014,2
4793,Toyota,97500.0,crossover,2,Petrol,yes,2016,0
4796,Mercedes-Benz,27300.0,sedan,144,Diesel,yes,2011,5
4797,Mercedes-Benz,38900.0,crossover,65,Petrol,yes,2010,6
4799,BMW,1900.0,sedan,200,Gas,no,1994,22
4808,Volkswagen,10600.0,other,140,Other,yes,2007,9
4809,VAZ,3300.0,sedan,107,Petrol,yes,2005,11
4815,BMW,9500.0,sedan,217,Petrol,yes,2002,14
4824,Mercedes-Benz,17500.0,other,180,Diesel,yes,2008,8
4825,Volkswagen,6600.0,hatch,136,Gas,yes,2001,15
4830,Toyota,15500.0,crossover,120,Petrol,yes,2008,8
4834,BMW,3900.0,sedan,330,Diesel,no,2000,16
4836,VAZ,650.0,sedan,10,Petrol,yes,1982,34
4837,Volkswagen,11200.0,sedan,260,Petrol,yes,2006,10
4838,Mercedes-Benz,7600.0,van,280,Diesel,yes,2001,15
4842,VAZ,2200.0,sedan,125,Gas,yes,1977,39
4843,VAZ,3900.0,sedan,100,Petrol,yes,2010,6
4844,Mercedes-Benz,41900.0,sedan,95,Other,yes,2011,5
4845,Volkswagen,9999.0,sedan,182,Petrol,yes,2006,10
4849,Mercedes-Benz,7900.0,other,197,Diesel,yes,2003,13
4851,VAZ,4100.0,other,5,Gas,yes,2008,8
4853,Mercedes-Benz,4500.0,other,525,Diesel,yes,1995,21
4858,BMW,5300.0,sedan,147,Gas,no,2001,15
4861,Volkswagen,11800.0,van,230,Diesel,yes,2009,7
4866,VAZ,2700.0,crossover,96,Petrol,yes,1980,36
4872,Volkswagen,4900.0,van,198,Petrol,no,2004,12
4875,Volkswagen,3399.0,sedan,201,Petrol,yes,1991,25
4879,Mercedes-Benz,28500.0,crossover,190,Diesel,yes,2008,8
4880,Volkswagen,24300.0,sedan,1,Diesel,yes,2016,0
4882,Mercedes-Benz,20500.0,sedan,56,Other,yes,2003,13
4883,Toyota,13500.0,sedan,100,Petrol,yes,2007,9
4885,Mercedes-Benz,19800.0,crossover,218,Diesel,yes,2006,10
4887,BMW,10999.0,other,162,Petrol,yes,2002,14
4888,BMW,24700.0,other,85,Petrol,yes,2004,12
4890,BMW,75555.0,sedan,30,Petrol,yes,2014,2
4892,Mercedes-Benz,7000.0,sedan,190,Petrol,yes,2001,15
4893,BMW,37500.0,crossover,115,Diesel,yes,2008,8
4895,VAZ,1599.0,hatch,122,Other,yes,1992,24
4898,BMW,6500.0,sedan,280,Petrol,yes,1997,19
4902,Mercedes-Benz,55000.0,crossover,128,Diesel,yes,2013,3
4903,VAZ,3450.0,hatch,128,Gas,yes,2007,9
4904,BMW,6899.0,vagon,320,Gas,yes,1997,19
4905,VAZ,389.025,vagon,1,Petrol,yes,1983,33
4909,VAZ,1200.0,crossover,22,Petrol,yes,1986,30
4913,Volkswagen,12500.0,sedan,84,Petrol,yes,2007,9
4922,Mercedes-Benz,22000.0,van,236,Diesel,yes,2012,4
4924,BMW,21700.0,crossover,125,Petrol,yes,2007,9
4927,Volkswagen,5500.0,van,400,Diesel,yes,1995,21
4931,Mercedes-Benz,9999.0,van,154,Diesel,yes,2007,9
4932,Toyota,38500.0,crossover,20,Gas,yes,2014,2
4940,Toyota,15500.0,sedan,140,Gas,yes,2007,9
4942,Toyota,15700.0,sedan,125,Petrol,yes,2008,8
4944,Volkswagen,5000.0,van,400,Diesel,yes,1993,23
4951,Volkswagen,16900.0,van,121,Diesel,yes,2014,2
4954,VAZ,700.0,vagon,1,Petrol,yes,1981,35
4958,Volkswagen,18500.0,vagon,125,Diesel,yes,2011,5
4960,Mercedes-Benz,11600.0,sedan,186,Petrol,yes,2003,13
4962,BMW,6900.0,sedan,238,Petrol,yes,1999,17
4965,Mercedes-Benz,8500.0,van,270,Diesel,yes,2004,12
4972,Mercedes-Benz,15400.0,sedan,260,Diesel,yes,2008,8
4978,Mercedes-Benz,1350.0,vagon,240,Diesel,no,1992,24
4980,Toyota,17950.0,sedan,87,Petrol,yes,2010,6
4985,BMW,4100.0,sedan,26,Diesel,no,2001,15
4986,Volkswagen,12350.0,van,167,Petrol,yes,2011,5
4991,Volkswagen,20900.0,sedan,122,Petrol,yes,2012,4
5003,VAZ,3900.0,crossover,126,Gas,yes,2003,13
5006,VAZ,1450.0,sedan,105,Petrol,yes,1990,26
5007,Toyota,23300.0,crossover,93,Other,yes,2011,5
5008,VAZ,3000.0,sedan,200,Petrol,yes,2007,9
5009,Mercedes-Benz,12300.0,sedan,423,Gas,yes,1997,19
5011,Toyota,14250.0,van,127,Other,yes,2007,9
5012,Volkswagen,6500.0,hatch,225,Petrol,yes,2000,16
5015,Volkswagen,1550.0,sedan,161,Petrol,no,1994,22
5018,Mercedes-Benz,4600.0,van,200,Diesel,yes,2000,16
5020,Toyota,12500.0,sedan,175,Petrol,yes,2007,9
5025,Toyota,7500.0,vagon,196,Petrol,yes,2003,13
5026,Volkswagen,8910.525,hatch,103,Petrol,yes,2012,4
5027,Toyota,28787.85,sedan,0,Petrol,yes,2016,0
5028,BMW,14200.0,sedan,135,Gas,yes,2004,12
5030,Toyota,25749.75,sedan,0,Petrol,yes,2016,0
5038,Toyota,11000.0,sedan,156,Petrol,yes,2008,8
5044,Volkswagen,6999.0,sedan,248,Petrol,yes,2002,14
5049,BMW,3300.0,sedan,233,Petrol,no,1997,19
5051,Volkswagen,4100.0,vagon,350,Diesel,yes,2003,13
5056,Volkswagen,11300.0,van,250,Diesel,yes,2007,9
5058,Toyota,11500.0,sedan,110,Petrol,yes,2011,5
5060,Toyota,20711.2464,vagon,0,Petrol,yes,2016,0
5061,Toyota,24842.025,sedan,0,Petrol,yes,2016,0
5062,Toyota,17394.0858,hatch,0,Petrol,yes,2016,0
5063,Volkswagen,6000.0,sedan,271,Petrol,yes,2000,16
5064,Toyota,35138.2941,crossover,0,Petrol,yes,2016,0
5066,Volkswagen,34899.13635,vagon,0,Petrol,yes,2016,0
5072,Toyota,24000.0,crossover,132,Petrol,yes,2008,8
5073,BMW,42900.0,sedan,2,Petrol,yes,2016,0
5074,Mercedes-Benz,222000.0,crossover,0,Petrol,yes,2016,0
5076,Mercedes-Benz,21500.0,crossover,142,Petrol,yes,2008,8
5078,Volkswagen,18999.0,sedan,122,Petrol,yes,2012,4
5080,Mercedes-Benz,4400.0,sedan,225,Gas,yes,1995,21
5085,Toyota,20900.0,sedan,18,Other,yes,2013,3
5086,Volkswagen,7200.0,hatch,159,Petrol,yes,2007,9
5089,BMW,7000.0,sedan,400,Petrol,yes,1998,18
5090,Toyota,24000.0,sedan,60,Gas,yes,2014,2
5093,Mercedes-Benz,29500.0,sedan,134,Petrol,yes,2008,8
5094,VAZ,4100.0,sedan,96,Petrol,yes,2006,10
5095,BMW,48550.0,other,147,Diesel,yes,2012,4
5097,Mercedes-Benz,8950.0,sedan,154,Gas,no,2005,11
5099,Toyota,15200.0,crossover,208,Petrol,yes,2006,10
5101,BMW,5400.0,sedan,404,Petrol,yes,1992,24
5102,Volkswagen,3500.0,vagon,215,Petrol,yes,1993,23
5108,Volkswagen,8500.0,van,210,Diesel,yes,2003,13
5109,BMW,27500.0,sedan,170,Diesel,yes,2011,5
5111,Mercedes-Benz,24500.0,sedan,180,Diesel,yes,2012,4
5112,Volkswagen,3200.0,other,650,Diesel,yes,1999,17
5114,VAZ,3100.0,hatch,129,Gas,yes,2005,11
5116,Volkswagen,13300.0,van,250,Diesel,yes,2008,8
5121,BMW,8800.0,crossover,284,Diesel,no,2004,12
5123,BMW,4500.0,sedan,28,Petrol,yes,1995,21
5127,Mercedes-Benz,81500.0,sedan,1,Diesel,yes,2016,0
5129,BMW,3800.0,sedan,250,Diesel,no,2002,14
5130,Mercedes-Benz,61500.0,crossover,16,Diesel,yes,2013,3
5132,VAZ,3600.0,sedan,215,Gas,yes,2008,8
5134,VAZ,3400.0,sedan,174,Gas,yes,2006,10
5135,Volkswagen,27000.0,sedan,57,Diesel,yes,2013,3
5138,Toyota,22000.0,sedan,73,Petrol,yes,2010,6
5139,Volkswagen,11500.0,van,70,Diesel,yes,2013,3
5145,Mercedes-Benz,10000.0,sedan,80,Diesel,yes,2010,6
5147,VAZ,2600.0,vagon,1,Diesel,yes,2001,15
5148,BMW,12200.0,sedan,239,Diesel,yes,2001,15
5149,BMW,4500.0,sedan,230,Gas,yes,1994,22
5150,Mercedes-Benz,6900.0,vagon,235,Diesel,yes,1997,19
5154,Toyota,20500.0,crossover,139,Gas,yes,2005,11
5155,Toyota,1100.0,van,140,Gas,yes,1985,31
5161,Mercedes-Benz,7777.0,other,230,Petrol,yes,1980,36
5165,VAZ,5600.0,hatch,3,Petrol,yes,2012,4
5166,Mercedes-Benz,11700.0,van,211,Diesel,yes,2007,9
5167,Toyota,23600.0,sedan,105,Gas,yes,2012,4
5169,Volkswagen,8700.0,van,158,Diesel,yes,2003,13
5170,VAZ,6500.0,hatch,35,Petrol,yes,2012,4
5172,Volkswagen,10400.0,sedan,78,Petrol,yes,2012,4
5177,Volkswagen,11999.0,van,176,Diesel,yes,2011,5
5181,BMW,2300.0,sedan,189,Petrol,no,2002,14
5186,VAZ,1300.0,sedan,11,Petrol,yes,1987,29
5187,Volkswagen,10950.0,van,165,Diesel,yes,2012,4
5193,Volkswagen,6300.0,vagon,132,Gas,yes,1995,21
5195,Mercedes-Benz,5500.0,sedan,250,Diesel,no,2003,13
5198,BMW,14500.0,sedan,215,Petrol,yes,2006,10
5199,VAZ,2500.0,sedan,102,Petrol,yes,2007,9
5206,Volkswagen,8800.0,sedan,86,Petrol,yes,2012,4
5209,Mercedes-Benz,12999.0,sedan,247,Diesel,yes,2003,13
5212,Volkswagen,4900.0,sedan,350,Gas,yes,2000,16
5214,Toyota,16900.0,hatch,20,Petrol,yes,2014,2
5222,VAZ,1800.0,sedan,361,Petrol,yes,2001,15
5224,Mercedes-Benz,10800.0,other,230,Petrol,yes,2006,10
5226,Volkswagen,7500.0,van,230,Diesel,yes,2006,10
5227,VAZ,1800.0,sedan,100,Petrol,yes,2006,10
5229,Toyota,13900.0,hatch,79,Gas,yes,2012,4
5230,VAZ,2650.0,sedan,230,Gas,yes,2005,11
5232,Mercedes-Benz,14200.0,sedan,245,Diesel,yes,2007,9
5238,Mercedes-Benz,1600.0,sedan,338,Diesel,no,1991,25
5239,VAZ,833.625,sedan,1,Gas,yes,1984,32
5251,VAZ,2550.0,sedan,200,Gas,yes,2006,10
5257,BMW,20500.0,crossover,285,Petrol,yes,2006,10
5259,Volkswagen,4500.0,vagon,390,Diesel,yes,1996,20
5260,Mercedes-Benz,9800.0,van,230,Diesel,yes,2004,12
5270,BMW,3999.0,sedan,250,Diesel,no,2000,16
5277,BMW,5000.0,other,75,Petrol,no,1998,18
5278,Toyota,9800.0,hatch,98,Gas,yes,2008,8
5279,Mercedes-Benz,9299.0,sedan,350,Diesel,yes,2000,16
5284,Volkswagen,6500.0,van,185,Diesel,yes,2006,10
5292,BMW,25000.0,crossover,150,Petrol,yes,2007,9
5295,Volkswagen,4800.0,sedan,190,Petrol,yes,1998,18
5296,Toyota,2200.0,vagon,300,Petrol,yes,1989,27
5299,Mercedes-Benz,8500.0,van,350,Diesel,yes,2004,12
5301,Volkswagen,6800.0,sedan,178,Gas,yes,2004,12
5302,VAZ,5500.0,vagon,67,Gas,yes,2012,4
5304,Volkswagen,6900.0,hatch,113,Petrol,yes,2003,13
5310,Volkswagen,23999.0,sedan,0,Diesel,yes,2016,0
5312,Toyota,10800.0,sedan,179,Gas,yes,2005,11
5313,BMW,33000.0,crossover,200,Diesel,yes,2010,6
5316,BMW,14300.0,sedan,217,Diesel,yes,2005,11
5317,VAZ,2500.0,sedan,60,Petrol,yes,1999,17
5322,Toyota,16800.0,crossover,154,Petrol,yes,2005,11
5325,Toyota,8900.0,sedan,87,Petrol,yes,2008,8
5327,VAZ,1999.0,crossover,150,Gas,yes,1986,30
5332,VAZ,2550.0,sedan,142,Petrol,yes,2006,10
5336,Mercedes-Benz,15000.0,other,115,Diesel,yes,2011,5
5341,VAZ,2850.0,sedan,114,Petrol,yes,2008,8
5345,Volkswagen,2200.0,sedan,180,Diesel,no,2003,13
5348,Mercedes-Benz,10900.0,sedan,160,Diesel,yes,1996,20
5352,Volkswagen,4700.0,van,400,Diesel,yes,1999,17
5353,Toyota,13100.0,sedan,200,Gas,yes,2006,10
5356,Mercedes-Benz,7800.0,sedan,226,Diesel,yes,2000,16
5359,VAZ,3100.0,sedan,220,Gas,yes,2005,11
5361,Volkswagen,11500.0,sedan,118,Petrol,yes,2007,9
5363,Mercedes-Benz,6800.0,sedan,235,Diesel,yes,1999,17
5366,Mercedes-Benz,9500.0,other,650,Diesel,yes,2005,11
5368,BMW,13200.0,sedan,150,Petrol,yes,2004,12
5369,BMW,25500.0,crossover,210,Gas,yes,2008,8
5370,VAZ,2100.0,sedan,200,Gas,yes,2004,12
5373,Volkswagen,6600.0,van,240,Diesel,yes,2008,8
5378,BMW,2500.0,vagon,250,Diesel,no,2000,16
5379,Mercedes-Benz,3500.0,hatch,258,Diesel,no,2002,14
5380,VAZ,1100.0,sedan,1,Petrol,yes,1977,39
5381,VAZ,1100.0,sedan,32,Gas,yes,1980,36
5384,BMW,3950.0,sedan,300,Petrol,yes,1986,30
5386,Volkswagen,6900.0,sedan,300,Petrol,yes,1998,18
5390,VAZ,1650.0,sedan,75,Gas,yes,2003,13
5399,BMW,8400.0,sedan,297,Petrol,yes,2000,16
5400,BMW,19900.0,other,129,Petrol,yes,2008,8
5403,VAZ,2800.0,sedan,110,Gas,yes,2005,11
5405,Volkswagen,1900.0,hatch,100,Petrol,yes,1989,27
5406,Mercedes-Benz,21300.0,crossover,114,Petrol,yes,2007,9
5407,Volkswagen,2500.0,vagon,232,Petrol,no,2001,15
5409,VAZ,2500.0,sedan,43,Petrol,yes,2004,12
5412,Mercedes-Benz,2000.0,sedan,270,Diesel,no,1996,20
5414,Volkswagen,11900.0,hatch,91,Petrol,yes,2010,6
5416,BMW,5850.0,sedan,250,Gas,yes,2001,15
5419,Toyota,8200.0,vagon,204,Diesel,yes,2005,11
5422,Mercedes-Benz,7200.0,sedan,312,Petrol,yes,2000,16
5424,Volkswagen,10900.0,vagon,204,Diesel,yes,2007,9
5426,BMW,2600.0,sedan,250,Petrol,yes,1996,20
5427,Volkswagen,3700.0,sedan,370,Gas,yes,1992,24
5428,Mercedes-Benz,12999.0,van,130,Diesel,yes,2012,4
5429,Volkswagen,13999.0,van,175,Diesel,yes,2012,4
5430,Mercedes-Benz,12500.0,van,242,Diesel,yes,2008,8
5431,Mercedes-Benz,65000.0,other,0,Petrol,yes,2016,0
5436,Volkswagen,21550.0,crossover,58,Petrol,yes,2014,2
5438,Volkswagen,9000.0,sedan,59,Gas,yes,2013,3
5440,Toyota,10200.0,sedan,122,Petrol,yes,2011,5
5442,Mercedes-Benz,2000.0,sedan,320,Diesel,no,1998,18
5448,Volkswagen,2850.0,sedan,350,Petrol,yes,1990,26
5450,VAZ,3600.0,vagon,163,Other,yes,2007,9
5454,BMW,42000.0,sedan,71,Petrol,yes,2011,5
5459,Mercedes-Benz,68500.0,crossover,68,Diesel,yes,2014,2
5465,VAZ,4200.0,hatch,36,Petrol,yes,2012,4
5467,BMW,3400.0,vagon,191,Diesel,no,2002,14
5469,Mercedes-Benz,22000.0,other,53,Petrol,yes,2007,9
5470,Mercedes-Benz,18900.0,other,50,Petrol,yes,2005,11
5471,Mercedes-Benz,5000.0,sedan,215,Gas,yes,1992,24
5474,Mercedes-Benz,13500.0,van,350,Diesel,yes,2000,16
5475,BMW,13500.0,sedan,138,Petrol,yes,2004,12
5484,Mercedes-Benz,14500.0,van,207,Diesel,yes,2008,8
5485,VAZ,3500.0,sedan,250,Petrol,yes,2005,11
5486,VAZ,3650.0,vagon,145,Gas,yes,2006,10
5488,Volkswagen,5500.0,van,380,Diesel,yes,1999,17
5489,Toyota,3650.0,hatch,260,Petrol,yes,1996,20
5491,Toyota,23000.0,crossover,233,Gas,yes,2006,10
5492,VAZ,2950.0,hatch,206,Petrol,yes,2006,10
5494,BMW,4850.0,sedan,280,Diesel,no,1999,17
5498,Mercedes-Benz,2300.0,sedan,300,Petrol,yes,1991,25
5499,BMW,4700.0,sedan,200,Petrol,yes,1995,21
5502,BMW,75000.0,crossover,20,Diesel,yes,2014,2
5503,Volkswagen,7650.0,sedan,325,Gas,yes,2003,13
5504,Volkswagen,19500.0,sedan,82,Petrol,yes,2011,5
5507,Toyota,25555.0,crossover,128,Gas,yes,2004,12
5510,Volkswagen,9500.0,van,205,Petrol,yes,2006,10
5519,Toyota,27500.0,crossover,85,Petrol,yes,2007,9
5520,Volkswagen,22500.0,crossover,151,Diesel,yes,2009,7
5523,Toyota,16800.0,crossover,238,Gas,yes,2004,12
5524,BMW,17200.0,crossover,308,Gas,yes,2003,13
5535,Mercedes-Benz,41000.0,van,55,Diesel,yes,2011,5
5544,Mercedes-Benz,14500.0,van,205,Diesel,yes,2012,4
5545,Mercedes-Benz,7500.0,sedan,319,Gas,yes,1997,19
5546,Volkswagen,10600.0,sedan,118,Petrol,yes,2008,8
5547,Mercedes-Benz,85000.0,van,3,Diesel,yes,2016,0
5549,Toyota,8800.0,crossover,388,Diesel,yes,1997,19
5553,Volkswagen,4500.0,sedan,230,Gas,yes,1996,20
5554,Mercedes-Benz,11400.0,van,174,Diesel,yes,2012,4
5555,Toyota,18800.0,vagon,89,Petrol,yes,2012,4
5557,Mercedes-Benz,46900.0,other,10,Diesel,yes,2012,4
5561,Mercedes-Benz,4500.0,van,180,Diesel,yes,1998,18
5562,Volkswagen,10000.0,van,283,Diesel,yes,2005,11
5568,Volkswagen,14700.0,sedan,97,Gas,yes,2012,4
5570,BMW,45000.0,crossover,80,Petrol,yes,2011,5
5571,Toyota,9800.0,sedan,178,Petrol,yes,2007,9
5574,VAZ,3800.0,sedan,1,Petrol,yes,2008,8
5575,Mercedes-Benz,11000.0,crossover,148,Petrol,yes,2001,15
5578,Volkswagen,1900.0,sedan,297,Petrol,yes,1987,29
5579,BMW,28000.0,sedan,127,Petrol,yes,2010,6
5582,VAZ,1800.0,hatch,80,Gas,yes,1997,19
5585,Volkswagen,65000.0,crossover,24,Other,yes,2015,1
5586,Volkswagen,6500.0,sedan,74,Petrol,no,2011,5
5592,Volkswagen,11000.0,van,282,Diesel,yes,2006,10
5593,Toyota,10100.0,other,83,Other,yes,2008,8
5602,VAZ,1999.0,hatch,100,Petrol,yes,2001,15
5603,Mercedes-Benz,34999.0,other,85,Petrol,yes,2008,8
5604,Mercedes-Benz,70500.0,crossover,99,Petrol,yes,2009,7
5606,BMW,23500.0,crossover,180,Petrol,yes,2008,8
5609,Volkswagen,12300.0,hatch,62,Petrol,yes,2012,4
5610,Volkswagen,10500.0,van,170,Diesel,yes,2013,3
5619,Volkswagen,11500.0,van,210,Diesel,yes,2012,4
5620,Volkswagen,2700.0,hatch,400,Gas,yes,1989,27
5622,Toyota,9200.0,sedan,250,Gas,yes,2003,13
5627,Mercedes-Benz,13200.0,other,196,Other,yes,2012,4
5629,Toyota,11500.0,van,161,Diesel,yes,2002,14
5630,Volkswagen,11800.0,van,218,Diesel,yes,2008,8
5631,BMW,21700.0,crossover,101,Gas,yes,2007,9
5633,Volkswagen,2300.0,vagon,200,Diesel,no,1999,17
5634,Mercedes-Benz,2200.0,sedan,168,Petrol,no,1994,22
5635,VAZ,950.0,sedan,76,Petrol,yes,1983,33
5638,Mercedes-Benz,2900.0,other,248,Petrol,no,1999,17
5639,BMW,15250.0,other,144,Petrol,yes,2004,12
5640,BMW,10600.0,sedan,285,Diesel,yes,2007,9
5642,Mercedes-Benz,11300.0,other,220,Diesel,yes,2003,13
5643,Mercedes-Benz,5500.0,sedan,440,Petrol,yes,1978,38
5644,BMW,26900.0,crossover,140,Petrol,yes,2009,7
5648,Volkswagen,14900.0,vagon,165,Petrol,yes,2013,3
5651,Volkswagen,19000.0,vagon,185,Diesel,yes,2011,5
5658,Volkswagen,3200.0,sedan,367,Petrol,yes,1991,25
5666,VAZ,1300.0,sedan,100,Petrol,yes,1992,24
5667,Volkswagen,17900.0,crossover,130,Gas,yes,2007,9
5668,VAZ,1100.0,sedan,98,Gas,yes,1982,34
5670,Mercedes-Benz,7000.0,other,260,Diesel,yes,2000,16
5672,Mercedes-Benz,15800.0,sedan,231,Gas,yes,2005,11
5673,Volkswagen,6000.0,van,460,Diesel,yes,1997,19
5675,BMW,57000.0,other,20,Petrol,yes,2013,3
5677,Volkswagen,7800.0,van,352,Diesel,yes,2001,15
5678,VAZ,3550.0,sedan,152,Petrol,yes,2008,8
5686,Volkswagen,9000.0,sedan,59,Petrol,no,2010,6
5687,BMW,10800.0,sedan,180,Petrol,yes,2002,14
5689,VAZ,3450.0,sedan,110,Petrol,yes,2008,8
5691,BMW,4300.0,sedan,240,Diesel,no,2002,14
5695,Mercedes-Benz,11700.0,hatch,103,Petrol,yes,2007,9
5699,Mercedes-Benz,9300.0,sedan,270,Diesel,yes,2001,15
5704,VAZ,3100.0,hatch,198,Gas,yes,2005,11
5708,Toyota,25200.0,crossover,128,Gas,yes,2007,9
5711,BMW,42500.0,crossover,29,Petrol,yes,2011,5
5713,Mercedes-Benz,12250.0,other,185,Diesel,yes,2012,4
5714,BMW,38000.0,sedan,61,Petrol,yes,2013,3
5715,VAZ,1650.0,other,1,Gas,yes,1988,28
5718,Toyota,11950.0,hatch,120,Petrol,yes,2013,3
5719,Volkswagen,9750.0,van,1,Diesel,yes,2004,12
5720,Volkswagen,18900.0,hatch,56,Petrol,yes,2012,4
5721,Volkswagen,14800.0,sedan,85,Petrol,yes,2013,3
5727,BMW,33500.0,sedan,65,Petrol,yes,2013,3
5733,Volkswagen,15800.0,sedan,56,Other,yes,2013,3
5736,VAZ,1500.0,hatch,54,Gas,yes,1992,24
5738,VAZ,2900.0,hatch,188,Gas,yes,2005,11
5739,Volkswagen,8900.0,hatch,128,Petrol,yes,2010,6
5740,Volkswagen,18000.0,crossover,117,Diesel,yes,2006,10
5745,Mercedes-Benz,10500.0,sedan,266,Gas,yes,2004,12
5746,VAZ,2800.0,sedan,130,Petrol,yes,2006,10
5747,Toyota,7000.0,crossover,150,Petrol,yes,2000,16
5751,Mercedes-Benz,49500.0,crossover,52,Diesel,yes,2013,3
5753,VAZ,3700.0,sedan,104,Gas,yes,2008,8
5754,VAZ,1400.0,sedan,87,Petrol,yes,2002,14
5757,Mercedes-Benz,14500.0,van,171,Diesel,yes,2011,5
5759,Toyota,16500.0,crossover,328,Diesel,yes,1993,23
5764,BMW,32000.0,crossover,138,Petrol,yes,2009,7
5769,Mercedes-Benz,8700.0,other,280,Diesel,yes,2001,15
5772,Toyota,10500.0,crossover,200,Gas,yes,1996,20
5774,Volkswagen,2750.0,vagon,1,Diesel,no,2001,15
5779,VAZ,4800.0,sedan,52,Petrol,yes,2008,8
5782,Volkswagen,4300.0,hatch,217,Gas,yes,1997,19
5786,Mercedes-Benz,121500.0,sedan,22,Diesel,yes,2014,2
5787,Toyota,12800.0,sedan,203,Petrol,yes,2005,11
5792,Volkswagen,34500.0,van,167,Diesel,yes,2013,3
5793,BMW,8100.0,crossover,175,Gas,no,2005,11
5794,BMW,14000.0,crossover,240,Gas,yes,2002,14
5798,Mercedes-Benz,11299.0,van,1,Other,yes,2006,10
5801,Volkswagen,13300.95,sedan,0,Petrol,yes,2016,0
5802,Volkswagen,17191.2,sedan,0,Petrol,yes,2016,0
5803,Volkswagen,13893.75,sedan,0,Petrol,yes,2016,0
5805,Volkswagen,1950.0,hatch,94,Petrol,yes,1982,34
5806,Volkswagen,17300.0,crossover,148,Diesel,yes,2007,9
